Id,Area,Shape,Style,Utilities,Neighborhood,Price
401,50,4室1厅1卫,普通住宅,不齐全,远郊区,344015.11
402,118,4室2厅1卫,普通住宅,部分齐全,远郊区,1035330.39
403,53,4室2厅2卫,复式,部分齐全,远郊区,703370.58
404,65,2室2厅1卫,公寓,齐全,市中心,786842.54
405,73,1室1厅1卫,普通住宅,齐全,近郊区,1078534.3
406,129,3室2厅1卫,普通住宅,不齐全,远郊区,1060915.48
407,51,2室1厅1卫,普通住宅,部分齐全,远郊区,452911.16
408,177,3室1厅1卫,别墅,部分齐全,近郊区,3131426.44
409,133,2室1厅1卫,公寓,不齐全,市中心,1363300.4
410,189,4室2厅2卫,复式,齐全,市中心,3302283.44
411,173,3室2厅1卫,别墅,齐全,近郊区,4269738.57
412,82,4室1厅2卫,别墅,不齐全,近郊区,1574344.57
413,150,4室2厅2卫,复式,齐全,近郊区,2151756.33
414,61,1室2厅1卫,普通住宅,齐全,近郊区,727840.05
415,116,3室2厅2卫,普通住宅,齐全,市中心,1965752.21
416,114,1室1厅2卫,公寓,不齐全,近郊区,993677.93
417,123,3室1厅1卫,普通住宅,部分齐全,远郊区,867943.54
418,92,4室2厅1卫,别墅,部分齐全,市中心,2085763.59
419,93,4室1厅2卫,别墅,部分齐全,近郊区,2157770.52
420,78,4室1厅1卫,别墅,部分齐全,近郊区,1411640.52
421,190,4室1厅2卫,复式,不齐全,市中心,3023647.84
422,61,1室1厅1卫,普通住宅,部分齐全,市中心,771099.02
423,144,2室2厅2卫,普通住宅,不齐全,远郊区,1151967.59
424,95,2室2厅2卫,普通住宅,部分齐全,近郊区,1129419.01
425,179,3室2厅2卫,普通住宅,齐全,近郊区,2153350.96
426,84,3室1厅2卫,公寓,不齐全,远郊区,501703.3
427,130,1室2厅1卫,公寓,不齐全,近郊区,1332196.64
428,139,4室2厅2卫,别墅,齐全,远郊区,1878166.05
429,57,2室2厅1卫,别墅,不齐全,市中心,1222102.15
430,142,2室2厅2卫,复式,不齐全,远郊区,1071401.47
431,139,4室1厅1卫,别墅,部分齐全,市中心,3577998.09
432,164,3室2厅2卫,普通住宅,不齐全,远郊区,1372188.51
433,154,2室1厅2卫,别墅,不齐全,市中心,3487587.57
434,184,3室1厅2卫,别墅,不齐全,市中心,3730454.16
435,107,3室1厅1卫,公寓,不齐全,远郊区,843347.9
436,163,3室2厅1卫,普通住宅,部分齐全,远郊区,1768430.87
437,124,2室1厅1卫,复式,不齐全,远郊区,1132297.62
438,169,1室2厅1卫,复式,不齐全,远郊区,1522582.21
439,70,1室2厅1卫,复式,不齐全,市中心,1117156.48
440,187,4室1厅1卫,别墅,不齐全,近郊区,2935462.15
441,150,2室1厅2卫,复式,部分齐全,远郊区,1562982.09
442,148,1室2厅2卫,复式,部分齐全,远郊区,1556473.34
443,85,2室2厅2卫,复式,部分齐全,远郊区,1117236.05
444,145,4室1厅1卫,公寓,不齐全,远郊区,1072853.59
445,86,3室2厅1卫,普通住宅,齐全,近郊区,1053804.04
446,61,3室2厅2卫,公寓,齐全,近郊区,543669.2
447,162,3室2厅2卫,普通住宅,部分齐全,远郊区,1218861.59
448,62,2室1厅1卫,公寓,部分齐全,近郊区,682679.2
449,72,3室1厅2卫,普通住宅,部分齐全,近郊区,666702.42
450,148,3室1厅1卫,复式,部分齐全,远郊区,1692943.82
451,154,3室1厅1卫,复式,部分齐全,远郊区,1529068.73
452,79,3室2厅1卫,复式,齐全,远郊区,979625.8
453,66,4室1厅1卫,公寓,部分齐全,近郊区,709699.93
454,162,4室2厅1卫,复式,齐全,市中心,3389313.51
455,111,4室1厅2卫,别墅,齐全,远郊区,1700329.57
456,133,3室1厅2卫,普通住宅,不齐全,远郊区,961967.28
457,161,1室2厅1卫,公寓,齐全,近郊区,1715296.78
458,135,1室2厅1卫,复式,部分齐全,远郊区,1557899.69
459,190,3室1厅1卫,复式,部分齐全,远郊区,2281525.08
460,68,1室2厅2卫,普通住宅,部分齐全,远郊区,521384.39
461,149,2室2厅2卫,复式,不齐全,近郊区,1900578.92
462,189,1室1厅1卫,复式,齐全,近郊区,3067967.52
463,196,3室1厅1卫,普通住宅,不齐全,市中心,2489834.28
464,125,4室1厅2卫,普通住宅,部分齐全,远郊区,1130814.2
465,58,2室2厅1卫,别墅,部分齐全,市中心,1325682.47
466,77,1室1厅2卫,别墅,部分齐全,远郊区,1120135.38
467,177,4室1厅1卫,普通住宅,齐全,近郊区,2419272.48
468,101,4室1厅1卫,公寓,部分齐全,市中心,1367981.22
469,132,2室2厅2卫,别墅,部分齐全,市中心,3333939.82
470,160,1室2厅1卫,普通住宅,不齐全,市中心,2172608.23
471,193,4室1厅1卫,复式,齐全,市中心,3220904.09
472,166,3室1厅1卫,公寓,齐全,近郊区,2105820.11
473,118,4室2厅1卫,复式,不齐全,远郊区,1184653.45
474,148,4室2厅2卫,别墅,部分齐全,市中心,3222187.99
475,189,1室2厅1卫,复式,齐全,远郊区,2461368.4
476,74,3室1厅1卫,公寓,部分齐全,市中心,940023.59
477,172,3室1厅1卫,普通住宅,不齐全,远郊区,1253593.42
478,102,3室2厅1卫,普通住宅,部分齐全,近郊区,1137972.15
479,193,4室2厅1卫,公寓,部分齐全,近郊区,2144568.77
480,106,2室1厅2卫,复式,齐全,市中心,1981440.26
481,88,1室2厅1卫,复式,齐全,近郊区,1542049.69
482,158,1室1厅1卫,公寓,不齐全,近郊区,1386548.5
483,91,3室2厅2卫,普通住宅,不齐全,远郊区,668775.76
484,191,4室2厅1卫,复式,不齐全,远郊区,1993631.15
485,171,2室2厅2卫,别墅,部分齐全,市中心,3979607.76
486,182,1室2厅2卫,公寓,部分齐全,市中心,2636167.71
487,124,1室2厅2卫,别墅,齐全,远郊区,2130590.89
488,195,4室2厅2卫,别墅,部分齐全,市中心,4138851.23
489,125,3室1厅2卫,普通住宅,齐全,远郊区,1340676.63
490,58,4室2厅2卫,公寓,部分齐全,近郊区,539096.61
491,123,1室2厅1卫,复式,不齐全,近郊区,1728601.36
492,194,4室1厅2卫,复式,齐全,市中心,4823907.22
493,56,3室1厅1卫,公寓,不齐全,近郊区,552476.39
494,190,3室2厅2卫,普通住宅,不齐全,近郊区,1515399.34
495,186,4室2厅1卫,复式,不齐全,远郊区,1997537.23
496,76,4室2厅2卫,复式,不齐全,远郊区,911883.21
497,171,1室2厅2卫,复式,部分齐全,近郊区,2457027.15
498,54,3室1厅1卫,普通住宅,部分齐全,市中心,783134.8
499,78,4室2厅1卫,复式,不齐全,市中心,1111938.25
500,132,1室1厅2卫,复式,不齐全,远郊区,1284270.66
501,185,1室1厅1卫,别墅,不齐全,近郊区,3339545.83
502,158,2室2厅2卫,普通住宅,部分齐全,近郊区,1986589.3
503,114,4室1厅1卫,复式,部分齐全,近郊区,2241091.85
504,135,4室2厅2卫,普通住宅,齐全,远郊区,1332332.21
505,194,4室1厅1卫,普通住宅,齐全,远郊区,1567549.03
506,120,3室2厅2卫,复式,齐全,远郊区,1513860.34
507,94,3室1厅1卫,复式,齐全,市中心,1446094.68
508,181,1室1厅2卫,普通住宅,部分齐全,市中心,2469919.24
509,85,4室1厅2卫,普通住宅,齐全,市中心,1604886.6
510,119,3室2厅1卫,普通住宅,不齐全,近郊区,1237812.71
511,68,3室2厅1卫,别墅,部分齐全,近郊区,1331284.0
512,157,1室1厅1卫,公寓,不齐全,远郊区,1238676.88
513,140,4室1厅2卫,复式,部分齐全,近郊区,2056773.39
514,139,1室2厅2卫,别墅,部分齐全,近郊区,2982261.58
515,68,1室2厅2卫,别墅,不齐全,市中心,1405964.02
516,88,2室1厅2卫,普通住宅,不齐全,远郊区,683658.16
517,175,2室1厅1卫,公寓,部分齐全,市中心,2014047.65
518,190,2室1厅2卫,复式,齐全,近郊区,2934834.22
519,175,1室2厅2卫,别墅,部分齐全,市中心,3585041.26
520,107,4室1厅1卫,复式,齐全,远郊区,1302242.15
521,197,1室2厅2卫,别墅,齐全,近郊区,4270998.99
522,110,4室2厅2卫,复式,齐全,远郊区,1224262.97
523,176,1室1厅2卫,普通住宅,不齐全,近郊区,2096089.82
524,154,1室2厅2卫,普通住宅,齐全,近郊区,2018296.06
525,50,3室1厅1卫,公寓,齐全,近郊区,582949.83
526,180,2室2厅1卫,普通住宅,齐全,远郊区,1853901.81
527,141,1室1厅2卫,别墅,部分齐全,市中心,3050110.7
528,162,2室1厅2卫,别墅,部分齐全,远郊区,2352561.27
529,105,2室2厅2卫,别墅,齐全,近郊区,2053200.46
530,166,1室2厅1卫,别墅,不齐全,远郊区,2327540.12
531,183,3室1厅2卫,普通住宅,部分齐全,远郊区,1442364.58
532,107,1室1厅1卫,普通住宅,不齐全,远郊区,790539.01
533,93,2室2厅1卫,公寓,齐全,近郊区,1113558.09
534,110,1室1厅1卫,复式,齐全,远郊区,1365228.97
535,96,3室1厅2卫,公寓,齐全,远郊区,793599.51
536,198,1室2厅2卫,复式,齐全,市中心,3656935.19
537,129,3室2厅1卫,普通住宅,齐全,市中心,1958062.78
538,167,4室2厅2卫,别墅,部分齐全,远郊区,2584007.85
539,196,1室1厅1卫,公寓,齐全,远郊区,1647521.62
540,69,4室2厅2卫,公寓,部分齐全,近郊区,810969.75
541,195,4室1厅2卫,普通住宅,部分齐全,近郊区,2423866.54
542,96,2室2厅2卫,复式,部分齐全,市中心,1386330.01
543,98,3室2厅1卫,公寓,部分齐全,市中心,1341282.69
544,63,3室1厅2卫,复式,部分齐全,近郊区,1154482.07
545,192,2室2厅1卫,公寓,部分齐全,市中心,2876799.54
546,50,3室2厅1卫,别墅,不齐全,近郊区,859040.69
547,166,2室1厅1卫,普通住宅,齐全,近郊区,1874434.35
548,103,3室2厅2卫,复式,部分齐全,远郊区,1222167.5
549,167,2室1厅2卫,普通住宅,齐全,远郊区,1715232.36
550,52,3室1厅1卫,普通住宅,齐全,市中心,807796.76
551,193,4室2厅2卫,复式,齐全,远郊区,2492768.85
552,61,3室2厅1卫,复式,部分齐全,远郊区,787676.92
553,123,1室2厅2卫,公寓,部分齐全,近郊区,1190229.27
554,65,2室1厅2卫,复式,齐全,市中心,1179043.67
555,151,1室1厅2卫,普通住宅,不齐全,远郊区,1196920.57
556,166,4室2厅2卫,普通住宅,部分齐全,市中心,2598511.95
557,57,1室1厅2卫,复式,齐全,近郊区,1010497.1
558,171,2室2厅2卫,复式,齐全,远郊区,2220889.05
559,141,4室2厅1卫,公寓,部分齐全,近郊区,1434427.14
560,139,4室1厅1卫,公寓,部分齐全,远郊区,1162031.92
561,185,3室2厅1卫,公寓,齐全,市中心,2397100.0
562,109,4室2厅2卫,普通住宅,齐全,近郊区,1393806.33
563,77,1室1厅1卫,复式,不齐全,近郊区,1007568.99
564,150,4室2厅2卫,别墅,齐全,市中心,3879006.2
565,90,3室1厅1卫,复式,部分齐全,近郊区,1662719.49
566,194,4室1厅1卫,复式,部分齐全,市中心,2941101.73
567,190,1室1厅2卫,公寓,齐全,近郊区,2062068.76
568,95,4室2厅1卫,别墅,不齐全,近郊区,1432610.86
569,84,2室2厅2卫,复式,齐全,近郊区,1279820.08
570,183,2室2厅2卫,别墅,齐全,市中心,4508636.87
571,131,3室2厅2卫,别墅,部分齐全,远郊区,1654427.45
572,164,4室1厅2卫,复式,不齐全,近郊区,2282375.1
573,96,3室1厅2卫,公寓,齐全,市中心,1327460.06
574,59,3室1厅2卫,公寓,不齐全,市中心,686480.27
575,105,3室1厅1卫,复式,不齐全,近郊区,1275596.33
576,79,4室1厅2卫,别墅,齐全,市中心,1954659.3
577,158,2室1厅1卫,别墅,部分齐全,市中心,4349998.88
578,54,1室1厅1卫,公寓,部分齐全,市中心,765492.19
579,168,4室2厅2卫,公寓,不齐全,近郊区,1274774.73
580,82,2室2厅1卫,公寓,部分齐全,远郊区,522416.23
581,167,4室2厅1卫,别墅,部分齐全,市中心,4475226.16
582,114,2室1厅2卫,别墅,齐全,近郊区,2255022.0
583,195,4室2厅2卫,公寓,不齐全,远郊区,1139639.71
584,60,2室2厅2卫,公寓,不齐全,市中心,758709.45
585,134,3室2厅2卫,别墅,齐全,市中心,3621793.73
586,75,2室1厅2卫,普通住宅,不齐全,近郊区,767268.59
587,112,3室1厅2卫,别墅,不齐全,近郊区,1995801.38
588,135,3室1厅2卫,复式,不齐全,远郊区,1128141.55
589,108,3室2厅2卫,复式,齐全,远郊区,1121020.32
590,76,3室2厅1卫,别墅,部分齐全,近郊区,1692765.67
591,147,4室2厅2卫,复式,部分齐全,近郊区,1918435.24
592,154,2室2厅1卫,普通住宅,不齐全,市中心,1686204.61
593,148,3室1厅2卫,普通住宅,部分齐全,市中心,1952042.87
594,178,4室2厅2卫,普通住宅,齐全,远郊区,2115104.21
595,198,2室1厅2卫,复式,部分齐全,远郊区,2308978.33
596,104,3室1厅1卫,公寓,齐全,市中心,1652443.12
597,55,2室1厅1卫,普通住宅,不齐全,市中心,692866.29
598,144,2室1厅1卫,普通住宅,齐全,远郊区,1281915.82
599,182,1室2厅2卫,公寓,齐全,市中心,2803662.87
600,151,4室1厅1卫,别墅,齐全,近郊区,2685597.56
601,52,1室1厅2卫,公寓,不齐全,近郊区,416073.95
602,72,4室2厅1卫,别墅,部分齐全,远郊区,1125202.53
603,102,3室2厅2卫,别墅,部分齐全,远郊区,1283600.68
604,132,1室1厅1卫,公寓,齐全,市中心,1840771.63
605,194,1室1厅2卫,普通住宅,齐全,市中心,3018763.03
606,134,2室1厅2卫,别墅,部分齐全,近郊区,2417900.75
607,127,4室1厅2卫,公寓,不齐全,市中心,1181263.51
608,159,1室1厅2卫,普通住宅,齐全,远郊区,1411375.97
609,50,1室2厅2卫,别墅,部分齐全,远郊区,655482.61
610,100,4室2厅1卫,复式,齐全,市中心,2100613.49
611,53,4室2厅1卫,普通住宅,齐全,近郊区,696295.57
612,162,1室2厅1卫,公寓,齐全,近郊区,1930320.76
613,81,4室2厅1卫,复式,不齐全,市中心,1221865.75
614,83,1室2厅2卫,公寓,不齐全,市中心,990424.91
615,141,2室1厅2卫,别墅,部分齐全,远郊区,1701181.26
616,144,4室2厅1卫,普通住宅,不齐全,远郊区,898185.68
617,121,4室1厅1卫,复式,不齐全,远郊区,891813.38
618,88,2室2厅2卫,复式,齐全,近郊区,1369750.22
619,167,2室1厅2卫,复式,部分齐全,市中心,2860165.75
620,52,4室1厅2卫,别墅,齐全,远郊区,894713.23
621,172,3室2厅2卫,普通住宅,齐全,近郊区,2090006.85
622,99,1室2厅2卫,普通住宅,齐全,远郊区,972659.23
623,61,2室1厅1卫,别墅,部分齐全,市中心,1555837.87
624,103,4室2厅1卫,公寓,齐全,近郊区,1133212.7
625,182,4室2厅1卫,复式,不齐全,市中心,3032229.34
626,106,3室2厅1卫,公寓,不齐全,市中心,1335070.71
627,194,2室1厅2卫,别墅,部分齐全,近郊区,3238316.16
628,161,2室2厅2卫,公寓,不齐全,近郊区,1478166.88
629,96,4室2厅1卫,公寓,齐全,远郊区,792513.1
630,134,2室1厅2卫,别墅,齐全,近郊区,2467604.16
631,191,3室1厅1卫,复式,部分齐全,近郊区,2395320.93
632,115,1室1厅1卫,公寓,不齐全,远郊区,676167.05
633,124,2室2厅2卫,普通住宅,齐全,市中心,2007236.54
634,152,1室1厅2卫,公寓,不齐全,近郊区,1145800.26
635,87,1室2厅1卫,公寓,不齐全,市中心,923367.84
636,99,4室1厅2卫,普通住宅,齐全,市中心,1738780.48
637,147,4室1厅2卫,复式,齐全,近郊区,2540232.14
638,131,3室1厅2卫,普通住宅,部分齐全,市中心,1822498.12
639,79,3室1厅1卫,复式,齐全,市中心,1873382.77
640,128,1室1厅2卫,别墅,部分齐全,远郊区,2154419.93
641,140,3室1厅1卫,别墅,不齐全,远郊区,1719086.97
642,101,1室2厅1卫,公寓,不齐全,远郊区,512635.56
643,128,3室2厅1卫,公寓,部分齐全,市中心,1861112.35
644,79,2室2厅2卫,别墅,部分齐全,市中心,1463545.89
645,155,4室2厅2卫,普通住宅,不齐全,远郊区,1369364.97
646,100,4室1厅1卫,别墅,齐全,近郊区,2334681.79
647,130,3室1厅1卫,复式,齐全,远郊区,1863043.06
648,182,4室1厅1卫,公寓,不齐全,近郊区,1710210.61
649,78,1室1厅2卫,普通住宅,部分齐全,近郊区,866953.41
650,181,4室2厅2卫,公寓,部分齐全,市中心,2352185.93
651,187,2室1厅2卫,别墅,不齐全,远郊区,2165120.45
652,194,3室1厅2卫,普通住宅,齐全,近郊区,2742293.67
653,123,2室1厅1卫,别墅,部分齐全,远郊区,1864722.98
654,66,4室1厅1卫,复式,齐全,市中心,1367877.22
655,133,2室1厅1卫,别墅,部分齐全,市中心,2910542.28
656,118,1室2厅1卫,普通住宅,不齐全,市中心,1841230.09
657,83,2室1厅2卫,别墅,部分齐全,近郊区,1725518.8
658,55,4室1厅1卫,公寓,不齐全,远郊区,317425.0
659,102,1室1厅2卫,公寓,部分齐全,近郊区,1014083.85
660,175,2室2厅2卫,普通住宅,不齐全,远郊区,1445447.54
661,92,2室2厅1卫,公寓,不齐全,近郊区,767892.56
662,164,2室2厅2卫,复式,部分齐全,市中心,3174341.1
663,160,3室1厅1卫,复式,齐全,市中心,3554365.66
664,129,4室2厅1卫,普通住宅,不齐全,市中心,1084163.18
665,144,3室2厅2卫,别墅,齐全,近郊区,3028797.94
666,167,4室2厅1卫,公寓,不齐全,远郊区,1149945.83
667,193,3室2厅1卫,公寓,部分齐全,市中心,2471487.75
668,57,4室1厅1卫,别墅,部分齐全,市中心,1411667.66
669,181,3室1厅2卫,别墅,不齐全,近郊区,3179997.86
670,153,1室2厅2卫,别墅,部分齐全,市中心,3695298.86
671,181,2室2厅1卫,别墅,部分齐全,市中心,4149201.91
672,74,3室1厅2卫,公寓,不齐全,近郊区,720595.71
673,145,1室2厅2卫,复式,不齐全,近郊区,1850649.75
674,142,1室1厅1卫,普通住宅,齐全,市中心,2169006.08
675,110,3室2厅1卫,普通住宅,齐全,远郊区,922629.67
676,171,1室1厅1卫,别墅,不齐全,远郊区,1733351.6
677,100,4室1厅2卫,复式,齐全,远郊区,1075225.71
678,196,3室1厅1卫,公寓,部分齐全,远郊区,1599151.77
679,70,2室1厅2卫,公寓,部分齐全,远郊区,551265.91
680,54,2室1厅2卫,普通住宅,部分齐全,远郊区,401719.26
681,141,2室2厅2卫,别墅,不齐全,近郊区,2474539.18
682,110,4室2厅2卫,复式,部分齐全,远郊区,1430182.02
683,71,3室2厅2卫,普通住宅,部分齐全,近郊区,791940.93
684,198,4室2厅1卫,复式,齐全,近郊区,2704422.23
685,119,4室2厅1卫,别墅,不齐全,近郊区,1839812.39
686,50,3室2厅2卫,别墅,不齐全,市中心,1128907.32
687,182,1室1厅1卫,普通住宅,部分齐全,远郊区,1644428.63
688,61,1室2厅2卫,别墅,不齐全,远郊区,678166.17
689,139,3室1厅1卫,复式,齐全,远郊区,1949212.27
690,95,3室1厅2卫,复式,齐全,市中心,2207835.12
691,83,2室2厅2卫,普通住宅,不齐全,近郊区,774870.74
692,127,3室2厅2卫,别墅,部分齐全,远郊区,1711742.59
693,94,4室1厅2卫,公寓,不齐全,市中心,1021867.24
694,122,2室1厅2卫,别墅,齐全,市中心,3020570.51
695,75,2室1厅1卫,普通住宅,部分齐全,远郊区,710304.46
696,96,1室1厅1卫,普通住宅,不齐全,近郊区,979726.05
697,170,4室1厅1卫,公寓,齐全,市中心,2704868.44
698,105,1室1厅1卫,普通住宅,不齐全,近郊区,1097090.51
699,143,2室2厅2卫,普通住宅,不齐全,近郊区,1687613.89
700,156,1室2厅2卫,公寓,部分齐全,远郊区,1107141.32
701,112,1室1厅2卫,公寓,齐全,远郊区,1001138.25
702,97,1室1厅2卫,复式,不齐全,远郊区,716238.86
703,110,3室1厅2卫,普通住宅,不齐全,近郊区,962225.81
704,130,2室1厅1卫,公寓,部分齐全,近郊区,1352614.86
705,75,2室1厅1卫,复式,不齐全,市中心,1228681.62
706,85,3室2厅2卫,普通住宅,齐全,市中心,1366564.1
707,50,4室1厅2卫,公寓,不齐全,市中心,545027.62
708,57,4室2厅1卫,普通住宅,部分齐全,远郊区,487441.84
709,162,2室2厅1卫,复式,部分齐全,近郊区,2729178.82
710,148,1室1厅2卫,别墅,部分齐全,近郊区,2685474.87
711,96,4室2厅2卫,普通住宅,不齐全,近郊区,1157740.57
712,176,1室1厅1卫,普通住宅,部分齐全,市中心,2712040.83
713,105,1室2厅2卫,普通住宅,齐全,远郊区,1050100.93
714,63,3室1厅1卫,普通住宅,齐全,远郊区,530580.68
715,77,2室1厅2卫,公寓,不齐全,近郊区,763874.5
716,127,3室1厅1卫,别墅,不齐全,近郊区,1971458.13
717,179,3室1厅1卫,普通住宅,齐全,近郊区,2009838.13
718,158,3室1厅1卫,公寓,齐全,近郊区,1925465.15
719,63,2室2厅1卫,别墅,齐全,市中心,1415103.42
720,105,3室1厅1卫,复式,齐全,市中心,1967670.28
721,164,4室2厅2卫,复式,齐全,近郊区,2734797.42
722,56,2室1厅2卫,复式,齐全,市中心,1388032.22
723,52,1室1厅2卫,复式,齐全,近郊区,778443.91
724,160,2室1厅2卫,复式,部分齐全,近郊区,2262181.29
725,156,4室2厅1卫,别墅,齐全,近郊区,3559955.6
726,67,3室2厅2卫,普通住宅,齐全,市中心,953496.15
727,87,2室2厅2卫,复式,齐全,近郊区,1488467.83
728,164,4室1厅2卫,普通住宅,不齐全,近郊区,1868881.8
729,64,1室2厅1卫,普通住宅,不齐全,远郊区,459869.88
730,168,1室1厅2卫,普通住宅,部分齐全,远郊区,1602068.81
731,77,2室2厅1卫,普通住宅,不齐全,市中心,988491.71
732,88,4室2厅2卫,普通住宅,部分齐全,远郊区,732603.0
733,66,1室1厅1卫,别墅,不齐全,市中心,1295390.69
734,135,3室2厅2卫,普通住宅,不齐全,近郊区,1320717.71
735,175,3室1厅1卫,别墅,不齐全,远郊区,2124476.84
736,93,1室1厅2卫,别墅,不齐全,市中心,1908951.38
737,74,4室2厅1卫,普通住宅,部分齐全,近郊区,929588.73
738,194,1室1厅2卫,别墅,齐全,远郊区,3159989.16
739,62,1室2厅2卫,复式,部分齐全,远郊区,521468.86
740,74,1室2厅2卫,复式,齐全,市中心,1486556.45
741,117,4室1厅1卫,复式,不齐全,近郊区,1273710.61
742,187,2室2厅1卫,普通住宅,不齐全,远郊区,1360992.49
743,116,2室2厅2卫,复式,齐全,近郊区,1876943.92
744,158,3室2厅1卫,公寓,齐全,近郊区,2029467.0
745,195,1室1厅2卫,公寓,齐全,远郊区,1674127.06
746,160,3室2厅2卫,公寓,不齐全,近郊区,1517510.7
747,160,4室1厅2卫,复式,部分齐全,市中心,3259468.49
748,83,3室1厅2卫,别墅,齐全,远郊区,1472243.42
749,160,2室2厅1卫,公寓,部分齐全,市中心,2090760.41
750,57,2室2厅1卫,别墅,不齐全,远郊区,704664.98
751,162,4室2厅2卫,别墅,齐全,市中心,4350362.53
752,132,3室2厅2卫,普通住宅,部分齐全,近郊区,1481094.37
753,91,4室1厅2卫,公寓,不齐全,近郊区,776572.92
754,150,3室1厅2卫,普通住宅,不齐全,市中心,1459778.93
755,55,3室1厅2卫,普通住宅,部分齐全,近郊区,576831.76
756,75,3室2厅2卫,普通住宅,部分齐全,市中心,914434.12
757,113,2室2厅2卫,复式,不齐全,远郊区,1223039.57
758,108,3室2厅2卫,普通住宅,齐全,远郊区,1072351.65
759,158,1室1厅1卫,别墅,不齐全,近郊区,2499058.18
760,170,1室2厅1卫,公寓,部分齐全,近郊区,1654277.81
761,82,4室2厅1卫,别墅,不齐全,远郊区,1026446.97
762,199,4室2厅1卫,公寓,齐全,近郊区,2151408.57
763,70,3室1厅2卫,复式,不齐全,远郊区,684856.33
764,119,2室2厅2卫,公寓,齐全,远郊区,1070104.62
765,161,1室2厅2卫,公寓,部分齐全,市中心,1946552.69
766,53,4室2厅1卫,公寓,齐全,市中心,713693.22
767,143,3室1厅1卫,公寓,齐全,远郊区,1362866.67
768,124,2室2厅1卫,别墅,不齐全,远郊区,1510625.21
769,111,1室2厅2卫,公寓,齐全,市中心,1482771.46
770,143,4室1厅1卫,普通住宅,齐全,远郊区,1329438.89
771,144,1室2厅1卫,公寓,不齐全,远郊区,872372.22
772,104,2室2厅2卫,普通住宅,齐全,远郊区,997320.25
773,186,4室2厅1卫,复式,不齐全,近郊区,2607547.62
774,180,3室1厅2卫,普通住宅,部分齐全,市中心,2637170.53
775,80,1室2厅2卫,别墅,齐全,远郊区,1547847.78
776,89,1室1厅1卫,普通住宅,齐全,远郊区,870110.95
777,85,3室2厅2卫,别墅,不齐全,近郊区,1446980.41
778,55,4室1厅2卫,普通住宅,不齐全,近郊区,508508.12
779,115,3室2厅1卫,公寓,齐全,远郊区,985256.06
780,124,4室2厅2卫,复式,不齐全,市中心,1867130.19
781,53,1室2厅1卫,别墅,不齐全,近郊区,671581.45
782,128,1室1厅2卫,别墅,齐全,市中心,3628860.17
783,183,1室1厅1卫,公寓,不齐全,近郊区,1545261.14
784,167,2室1厅2卫,公寓,不齐全,近郊区,1399821.56
785,162,4室2厅1卫,普通住宅,不齐全,市中心,2102641.45
786,143,4室1厅1卫,别墅,部分齐全,远郊区,2168413.96
787,111,4室2厅1卫,普通住宅,不齐全,市中心,1365726.67
788,128,2室2厅2卫,公寓,齐全,远郊区,1123138.12
789,185,4室1厅1卫,别墅,不齐全,远郊区,2457986.62
790,75,2室2厅1卫,复式,不齐全,近郊区,918249.4
791,93,1室1厅2卫,复式,部分齐全,近郊区,1406178.55
792,182,3室1厅2卫,别墅,不齐全,近郊区,2502470.03
793,119,1室2厅2卫,别墅,部分齐全,远郊区,1489255.7
794,167,3室2厅2卫,公寓,不齐全,远郊区,1228027.33
795,117,1室2厅2卫,别墅,不齐全,市中心,2079275.81
796,68,4室1厅2卫,别墅,部分齐全,市中心,1688834.1
797,69,1室1厅2卫,复式,齐全,市中心,1366023.24
798,162,1室1厅2卫,公寓,齐全,市中心,2240284.49
799,189,1室1厅2卫,普通住宅,齐全,远郊区,1641951.4
800,96,2室2厅2卫,别墅,不齐全,远郊区,1294860.81
